name,description,url,type,usage_count
Search1API MCP Server,A Model Context Protocol (MCP) server that provides search and crawl functionality using Search1API.,https://smithery.ai/server/search1api-mcp,Remote,
SERP API Server,"Analyze search engine results, conduct keyword research, and perform competitor analysis effortlessly. Leverage powerful tools to gain insights and optimize your online presence. Start making data-driven decisions today with our comprehensive SERP analysis capabilities.",https://smithery.ai/server/@itsanamune/seo-mcp,Remote,
Apple Tools Integration,"Integrate with Apple applications to send and manage messages, emails, notes, contacts, and more.",https://smithery.ai/server/@Dhravya/apple-mcp,Local,
飞书多维表格,"feishu mcp server
飞书多维表格mcp",https://smithery.ai/server/@DarkNoah/feishu-mcp,Remote,
Everart,Image generation server utilizing EverArt's API with multiple model options for generating images.,https://smithery.ai/server/@smithery-ai/everart,Remote,
PostgreSQL MCP Server,A Model Context Protocol server that provides read-only access to PostgreSQL databases. This server enables LLMs to inspect database schemas and execute read-only queries.,https://smithery.ai/server/@smithery-ai/postgres,Local,
Think MCP Server,"Enhance your AI's reasoning capabilities with the 'think' tool, allowing it to pause and reflect during complex problem-solving. This server improves decision-making consistency and policy adherence, making it ideal for multi-step tasks. Leverage structured thinking to achieve better outcomes in your AI interactions.",https://smithery.ai/server/@marcopesani/think-mcp-server,Remote,
Database Explorer,"Connect to and manage various databases effortlessly. Execute queries, list tables, and export data with ease, enhancing your database management experience.",https://smithery.ai/server/@wirdes/db-mcp-tool,Remote,
DocsFetcher,"Fetch package documentation from multiple programming languages for LLMs like Claude. Access comprehensive information without needing API keys, making it easy to retrieve and analyze documentation. Enhance your development experience with structured data and specialized prompts for documentation analysis.",https://smithery.ai/server/@cdugo/package-documentation-mcp,Remote,
Local Utilities,"Access various local system utilities quickly and efficiently. Retrieve system information like time, hostname, public IP, and more with ease. Enhance your MCP-compatible applications with essential local functionalities.",https://smithery.ai/server/@arjshiv/localutils-mcp-server,Local,
Playwright MCP,"Connect AI assistants directly to your DOM for faster, smarter test automation. Enable AI tools to see your application structure, generating precise Playwright tests based on real elements rather than descriptions alone.",https://smithery.ai/server/@Ashish-Bansal/playwright-mcp,Local,
Doc Scraper,Scrape documentation from any web URL and convert it into markdown format. Save the converted documentation to your specified output path effortlessly. Enhance your documentation management with this easy-to-use server integration.,https://smithery.ai/server/@askjohngeorge/mcp-doc-scraper,Remote,
MCP Server Semgrep,Integrate advanced static code analysis and security vulnerability detection into your development workflow. Enhance code quality and maintainability through a conversational interface with AI assistants. Automate error detection and enforce coding standards effortlessly.,https://smithery.ai/server/@Szowesgad/mcp-server-semgrep,Remote,
Google Drive server,"Integrate with Google Drive to effortlessly list, read, and search files, as well as read and write to Google Sheets. Streamline your workflow by accessing and manipulating your Google Drive content directly from your applications.",https://smithery.ai/server/@rishipradeep-think41/drive-mcp,Remote,
JigsawStack AI Web Scraper,"Scrape any website instantly and get consistent structured data in seconds without writing any css selector code, check out API documentation here: https://jigsawstack.com/docs/api-reference/ai/scrape Get your API key here: https://jigsawstack.com/dashboard/",https://smithery.ai/server/@JigsawStack/ai-web-scraper,Remote,
Textube,Fetch and analyze YouTube video transcripts effortlessly. Gain insights and summaries from video content using specialized prompts. Enhance your understanding of video topics with quick and deep analysis tools.,https://smithery.ai/server/@tmsdnl/mcp-textube,Remote,
Enzyme,Integrate your applications with the Model Context Protocol to enhance functionality and data interaction. Leverage a robust Electron application built with React and TypeScript for seamless development. Experience a streamlined setup and build process tailored for modern development environments.,https://smithery.ai/server/@jshph/enzyme,Local,
Datadog API Integration,"Leverage Datadog's powerful monitoring features for incident management, logs, metrics, and more. Streamline your observability processes by integrating directly with the Datadog API through this server. Enhance your incident response and monitoring capabilities effortlessly.",https://smithery.ai/server/@winor30/mcp-server-datadog,Remote,
DuckDB Knowledge Graph Memory Server,"Enhance your conversational agents with a robust memory system that efficiently retrieves and updates user information. Leverage the power of DuckDB for fast, scalable, and flexible querying of knowledge graphs. Transform interactions by maintaining a rich context of user preferences and relationships.",https://smithery.ai/server/@IzumiSy/mcp-duckdb-memory-server,Local,
Spotify Server,"Access Spotify's music catalog and interact with tracks, albums, and artists.",https://smithery.ai/server/@superseoworld/mcp-spotify,Remote,
SQLite Server,"A Node.js implementation of the Model Context Protocol SQLite server, providing an npx-based alternative for environments lacking Python's UVX runner.",https://smithery.ai/server/mcp-server-sqlite-npx,Local,
Audiense Insights,Extract marketing insights and audience analysis from Audiense reports.,https://smithery.ai/server/@AudienseCo/mcp-audiense-insights,Remote,
Domain Search - No API key required.,Want to look for a domain with your favorite AI client? Why stop at inventing names when you can check if the domain is actually avaliable! No API key required.,https://smithery.ai/server/@szypetike/domain-search-server,Remote,
PubMed MCP Server,"Enable AI assistants to search, access, and analyze PubMed articles through a simple interface. Retrieve detailed metadata, perform deep analysis, and facilitate biomedical research efficiently. Access full-text PDFs and specialized prompts for comprehensive paper analysis.",https://smithery.ai/server/@JackKuo666/pubmed-mcp-server,Remote,
Kagi,Access Kagi Search API for retrieving information from the web.,https://smithery.ai/server/kagimcp,Remote,
Luma MCP Server,A Model Context Protocol server for Luma AI video generation,https://smithery.ai/server/@sunwood-ai-labs/luma-mcp-server,Remote,
MCP Servers,"Automate browser tasks effortlessly. Control a headless browser for navigation, screenshot capturing, and element interaction, all through a simple interface. Enhance your automation projects with dynamic resource access and server lifecycle management.",https://smithery.ai/server/@devalexandre/mcp-servers,Remote,
Railway MCP Server,"Manage your Railway infrastructure effortlessly using natural language. Deploy, configure, and monitor your services autonomously and securely with the help of Claude and other MCP clients.",https://smithery.ai/server/@jason-tan-swe/railway-mcp,Remote,
National Parks Server,"Access real-time information about U.S. National Parks, including park details, alerts, activities, and visitor center information. Discover parks based on your interests and plan your next adventure with ease.",https://smithery.ai/server/@KyrieTangSheng/mcp-server-nationalparks,Remote,
AIO-MCP Server,"A powerful Model Context Protocol (MCP) server implementation with integrations for GitLab, Jira, Confluence, YouTube, Google Maps, and more. This server provides AI-powered search capabilities and various utility tools for development workflows.",https://smithery.ai/server/@athapong/aio-mcp,Local,
Configurable Puppeteer Server,"Automate browser interactions effortlessly. Capture screenshots, execute JavaScript, and navigate web pages with customizable options. Enhance your LLM's capabilities with real-time web automation.",https://smithery.ai/server/@afshawnlotfi/mcp-configurable-puppeteer,Remote,
