url,name,description
,Gupiao,Access real-time stock market data and perform trading operations seamlessly. Enhance your financial applications with powerful tools for analysis and decision-making.
,,
,Shell Server,Execute whitelisted shell commands securely via MCP.
,,
,Jenkins MCP,Manage Jenkins operations efficiently.
,,
,Coin MCP Server,"Fetch the latest cryptocurrency prices effortlessly using our server. Simply provide a token symbol, and receive real-time price data from Bitget’s API. It's fast, simple, and designed for crypto enthusiasts and traders alike!"
,,
,Google Scholar MCP Server,"Enable AI assistants to search and access Google Scholar papers through a simple interface. Retrieve paper metadata, author information, and facilitate academic research efficiently. Enhance your AI's capabilities with seamless access to scholarly content."
,,
https://smithery.ai/,,
https://smithery.ai/,Resources,Building the operating system for AI
,ABAP Development Tools Server,"Interact with SAP ABAP systems seamlessly. Retrieve source code, table structures, and more through a standardized protocol."
,,
,Azure MCP,Enable Claude Desktop to manage Azure resources through natural language queries.
,,
,Screenshot Server,Capture screenshots of web pages and local HTML files using Puppeteer.
,,
,Localhost Browser Console and Network logs,"Get the console logs and network logs of any url, including locally hosted web apps"
,,
,Think Tool,Record and retrieve your reasoning processes seamlessly. Enhance your LLM's capabilities by capturing thoughts and analyzing them for better decision-making. Clear your thought history effortlessly to maintain focus on current tasks.
,,
,Email Server,Provide IMAP and SMTP functionalities through a standardized server interface.
,,
,Hugging Face MCP Server,"Access Hugging Face's models, datasets, and research papers seamlessly. Interact with a wide range of resources and tools to enhance your LLM's capabilities. Utilize prompt templates for efficient model comparisons and paper summaries."
,,
,SupaUI MCP,Automatically generate a variety of UI components to improve development efficiency. Seamlessly integrate with Claude and Windsurf AI assistants to support custom component query and generation.
,,
,iTerm MCP,Access your iTerm session and control terminal commands seamlessly.
,,
,Gmail GAS,Model Context Protocol server for Gmail integration using Google Apps Script.
,,
,Package Docs,"Access package documentation for Go, Python, and NPM."
,,
,Weather,Provide real-time weather information to your applications. Integrate weather data seamlessly and enhance user experiences with accurate forecasts and conditions.
,,
,The Verge News Server,Fetch and search news articles from The Verge's RSS feed.
,,
,Etherscan Tools,"Access Ethereum blockchain data via Etherscan's API, including balances, transactions, token transfers, contract ABIs, gas prices, and ENS resolution."
,,
,Youtube Translate,"An MCP server for interfacing with the Youtube Translate API. Create transcripts, translations, subtitles, summaries for any Youtube video (or any other platform). Search video transcripts for keywords and phrases. Directly processes videos to understand them."
,,
,MCP-Sentry,"Retrieve and analyze issues from Sentry.io to enhance your debugging process. Inspect error reports, stack traces, and other critical information seamlessly. Streamline your error management workflow with easy access to detailed issue insights."
,,
,Kagi Search,"Access Kagi's powerful search engine functionality. Enables web searches with high-quality, ad-free results from Kagi's search API."
,,
,Prospect Research Server,"Provide tools and prompts to assist with prospect research tasks. Leverage built-in capabilities to calculate metrics, fetch information, and review code efficiently. Enhance your research workflow with a simple and effective MCP server implementation."
,,
,Vibe Check,"The definitive Vibe Coder's sanity check MCP server: Prevent cascading errors in AI workflows by implementing strategic pattern interrupts. Uses tool call ""Vibe Check"" with LearnLM 1.5 Pro (Gemini API), fine-tuned for pedagogy and metacognition to enhance complex workflow strategy, and prevents tunnel vision errors.

TLDR; Implement an agent fine-tuned to stop your agent and make it reconsider before it confidently implements something wrong."
,,
,Fetch Browser,Fetch web content and perform Google searches seamlessly.
,,
https://smithery.ai/,,
https://smithery.ai/,Resources,Building the operating system for AI
